,header.normalizedJobTitle,map.employerName,overview.revenue,overview.size,salary.salaries,reviews.val.reviewRatings.careerOpportunities,reviews.val.reviewRatings.compBenefits,reviews.val.reviewRatings.cultureValues,reviews.val.reviewRatings.overall,reviews.val.reviewRatings.seniorManagement,reviews.val.reviewRatings.worklifeBalance,reviews.val.summaryPoints.ceoApproval,rating.starRating,gaTrackerData.sector_Accounting & Legal,gaTrackerData.sector_Aerospace & Defense,gaTrackerData.sector_Agriculture & Forestry,"gaTrackerData.sector_Arts, Entertainment & Recreation",gaTrackerData.sector_Biotech & Pharmaceuticals,gaTrackerData.sector_Business Services,"gaTrackerData.sector_Construction, Repair & Maintenance",gaTrackerData.sector_Consumer Services,gaTrackerData.sector_Education,gaTrackerData.sector_Finance,gaTrackerData.sector_Government,gaTrackerData.sector_Health Care,gaTrackerData.sector_Information Technology,gaTrackerData.sector_Insurance,gaTrackerData.sector_Manufacturing,gaTrackerData.sector_Media,gaTrackerData.sector_Mining & Metals,gaTrackerData.sector_Non-Profit,"gaTrackerData.sector_Oil, Gas, Energy & Utilities",gaTrackerData.sector_Real Estate,"gaTrackerData.sector_Restaurants, Bars & Food Services",gaTrackerData.sector_Retail,gaTrackerData.sector_Telecommunications,gaTrackerData.sector_Transportation & Logistics,gaTrackerData.sector_Travel & Tourism,new_location_Australia,new_location_Canada,new_location_England,new_location_France,new_location_Germany,new_location_Poland,new_location_Scotland,new_location_USA,reviews.val.reviewerDuration_for less than a year,reviews.val.reviewerDuration_for more than 10 years,reviews.val.reviewerDuration_for more than 2 years,reviews.val.reviewerDuration_for more than 3 years,reviews.val.reviewerDuration_for more than 4 years,reviews.val.reviewerDuration_for more than 5 years,reviews.val.reviewerDuration_for more than 8 years,reviews.val.reviewerDuration_for more than a year,reviews.val.reviewerInformation_Current Employee,reviews.val.reviewerInformation_Former Employee
390,business analyst,ITECCO,3000000,50,114337.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
391,business analyst,Sky Deutschland Fernsehen,1500000000,3001,116964.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
392,business analyst,Greythorn,3000000,50,117074.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
393,business analyst,Conference of State Bank Supervisors,75000000,126,117097.0,5.0,4.0,5.0,5.0,4.0,3.0,0.0,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
394,business analyst,Hewlett Packard Enterprise | HPE,7500000000,7501,117100.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
395,business analyst,REWE Group,7500000000,7501,124721.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
396,business analyst,Quast,7500000,50,124723.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,-0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
397,business analyst,Brunel,1500000000,7501,124872.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
398,business analyst,FirstOntario,75000000,351,124949.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
399,business analyst,Esri Canada,75000000,351,130269.0,4.0,4.0,2.0,4.0,3.0,3.0,0.0,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
400,business analyst,Bayshore Solutions,17500000,126,139499.0,4.0,3.0,5.0,4.0,4.0,5.0,1.0,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
401,business analyst,Golden Charter,37500000,351,105469.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
402,business analyst,Venquis,3000000,50,109008.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
403,business analyst,Peoplebank Australia,750000000,3001,109123.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
404,business analyst,Paradigm Consulting Group,500000,126,109214.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
405,business analyst,Wiggle,300000000,751,109254.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
406,business analyst,Academic Work Academy Germany,300000000,3001,111160.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,-0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
407,business analyst,Botsford Commons,3000000,50,111188.0,5.0,4.0,4.0,5.0,4.0,5.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
408,business analyst,JM Group,17500000,126,111332.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
409,business analyst,Silverchair,17500000,126,111353.0,2.0,5.0,5.0,2.0,1.0,5.0,1.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
410,business analyst,Luxoft,750000000,7501,111409.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
411,business analyst,BearingPoint,750000000,751,111414.0,4.0,3.0,4.0,5.0,4.0,5.0,0.0,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
412,business analyst,OpenText,3500000000,7501,111416.0,2.0,2.0,5.0,3.0,3.0,5.0,2.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
413,business analyst,Paxus - Technology + Digital Talent,37500000,126,121138.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
414,business analyst,Aquent,750000000,3001,121374.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
415,business analyst,DZ BANK,7500000000,7501,132331.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
416,business analyst,Primary Cleaning Solutions,3000000,50,132423.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
417,business analyst,University of Cambridge,1500000000,7501,132458.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
418,business analyst,Talent International,750000000,351,134331.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
419,business analyst,MPS Group,1500000000,7501,134359.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
420,business analyst,Deka Investment Funds,3000000,50,134446.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
421,business analyst,QBE,7500000000,7501,97128.0,3.0,5.0,4.0,5.0,5.0,3.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
422,business analyst,Lufthansa Industry Solutions,300000000,3001,97157.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
423,business analyst,Ratepay,17500000,126,97175.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
424,business analyst,MotoNovo Finance,300000000,751,115489.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
425,business analyst,Hitachi Capital (UK),750000000,3001,115509.0,4.0,0.0,5.0,5.0,0.0,5.0,1.0,3.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
426,business analyst,Diehl,3500000000,7501,115581.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
427,business analyst,Accenture,7500000000,7501,115809.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
428,business analyst,Deloitte,7500000000,7501,115833.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
429,business analyst,Macquarie Group,7500000000,7501,115837.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
430,business analyst,Iress,300000000,3001,115851.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
431,business analyst,Deerfoot IT Resources,3000000,50,119024.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
432,business analyst,Institutional Investor,75000000,351,119088.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
433,business analyst,Blueprint Solutions,3000000,50,125268.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
434,business analyst,Frazer-Nash Consultancy,75000000,751,125323.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
435,business analyst,Publishers Clearing House,750000000,751,138220.0,4.0,1.0,0.0,3.0,0.0,3.0,3.0,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
436,business analyst,Capital Farm Credit,17500000,751,138292.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
437,business analyst,EVO Payments,300000000,3001,138484.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,2.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
438,business analyst,Finite IT Recruitment,300000000,126,138561.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
439,business analyst,BearingPoint,750000000,751,138638.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
440,business analyst,Modis,750000000,7501,138719.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
441,business analyst,Sopra Steria,3500000000,7501,138788.0,3.0,3.0,4.0,4.0,5.0,5.0,0.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
442,business analyst,Radius Payment Solutions,3500000000,3001,46749.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,3.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
443,business analyst,Dnata,7500000000,7501,46926.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
444,business analyst,Search Consultancy,300000000,751,47031.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
445,business analyst,Radiant Communications (Canada),75000000,126,68553.0,4.0,4.0,4.0,5.0,4.0,3.0,1.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
446,business analyst,Hewlett Packard Enterprise | HPE,7500000000,7501,71387.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
447,business analyst,Luxoft,750000000,7501,71449.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
448,business analyst,Mile High Development ,500000,50,74504.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
449,business analyst,Aristocrat Technologies,3500000000,7501,74547.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
450,business analyst,Consorsbank,300000000,751,74551.0,4.0,3.0,5.0,4.0,4.0,5.0,0.0,2.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
451,business analyst,American Iron & Metal Company,1500000000,3001,74586.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
452,business analyst,D R Newitt,7500000,50,74626.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
453,business analyst,Robert Walters,750000000,3001,88435.0,2.0,4.0,5.0,3.0,3.0,3.0,1.0,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
454,business analyst,Eagle Professional Resources,300000000,126,88492.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
455,business analyst,Webdata Solutions,3000000,50,88511.0,4.0,4.0,3.0,4.0,3.0,3.0,0.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
456,business analyst,Planned Systems International,300000000,351,88569.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
457,business analyst,Modis,750000000,7501,92019.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
458,business analyst,Intersport,17500000,126,92045.0,3.0,4.0,3.0,4.0,4.0,5.0,1.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
459,business analyst,Auto & General Insurance,300000000,3001,92091.0,3.0,2.0,4.0,4.0,3.0,5.0,0.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
460,business analyst,BearingPoint,750000000,751,92151.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
461,business analyst,Aviva,7500000000,7501,92194.0,4.0,5.0,4.0,5.0,4.0,4.0,1.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
462,business analyst,JM Group,17500000,126,92238.0,5.0,3.0,3.0,5.0,4.0,4.0,0.0,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
463,business analyst,Bundesdruckerei,300000000,3001,3721.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
464,business analyst,NTT DATA FA Insurance Systems,750000000,7501,3794.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
465,business analyst,INTERSECT,7500000,126,8620.0,3.0,4.0,5.0,5.0,4.0,5.0,1.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
466,business analyst,Challenger,1500000000,751,8706.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
467,business analyst,Quantexa,75000000,351,8710.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
468,business analyst,Nominet,37500000,351,13604.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
469,business analyst,Robert Walters,750000000,3001,13651.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
470,business analyst,NewDay USA,300000000,751,18682.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,3.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
471,business analyst,Talent International,750000000,351,18807.0,3.0,4.0,5.0,4.0,3.0,5.0,1.0,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
472,business analyst,Programmed (Australia),3500000000,7501,18850.0,1.0,5.0,5.0,4.0,2.0,5.0,1.0,2.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
473,business analyst,Upside Business Travel,37500000,126,21422.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
474,business analyst,Canon EMEA,7500000000,7501,21448.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
475,business analyst,Mater Health Services,750000000,7501,21480.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,3.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
476,business analyst,gyro,300000000,751,21502.0,5.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
477,business analyst,Charterhouse,17500000,351,21538.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
478,business analyst,BearingPoint,750000000,751,21666.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
479,business analyst,Lixar IT,17500000,126,21688.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
