,header.normalizedJobTitle,gaTrackerData.sector,map.employerName,new_location,reviews.val.reviewerDuration,reviews.val.reviewerInformation,overview.revenue,overview.size,salary.salaries,reviews.val.reviewRatings.careerOpportunities,reviews.val.reviewRatings.compBenefits,reviews.val.reviewRatings.cultureValues,reviews.val.reviewRatings.overall,reviews.val.reviewRatings.seniorManagement,reviews.val.reviewRatings.worklifeBalance,reviews.val.summaryPoints.ceoApproval,rating.starRating
516,business analyst,Information Technology,Winfooz,Canada,for more than a year,Current Employee,5326834835,26,39107.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,4.2
517,business analyst,Business Services,networx recruitment,England,for more than a year,Current Employee,17500000,126,47619.0,3.0,3.0,5.0,4.0,4.0,5.0,1.0,4.5
518,business analyst,Business Services,Afni,USA,for more than 3 years,Current Employee,300000000,7501,47662.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.9
519,business analyst,Finance,Liberis,England,for more than 5 years,Current Employee,6182959701,126,47696.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.8
520,business analyst,Business Services,Hunter Selection,England,for more than 3 years,Current Employee,17500000,26,50832.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,4.5
521,business analyst,Retail,REWE Group,Germany,for more than a year,Former Employee,7500000000,10000,50935.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,3.7
522,business analyst,Information Technology,EIS Group,USA,for more than a year,Current Employee,3484799304,751,50976.0,3.0,3.0,4.0,4.0,2.0,4.0,0.0,4.3
523,business analyst,Business Services,JM Group,England,for more than a year,Current Employee,17500000,26,51136.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.4
524,business analyst,Business Services,Programmed (Australia),Australia,for more than a year,Former Employee,3500000000,10000,52738.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,2.3
525,business analyst,Finance,Credit Acceptance,USA,for more than a year,Current Employee,750000000,3001,52827.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,4.0
526,business analyst,Finance,M&G plc,England,for more than 3 years,Former Employee,750000000,7501,53909.0,4.0,5.0,3.0,5.0,5.0,4.0,1.0,3.8
527,business analyst,Finance,Citi,USA,for less than a year,Former Employee,7500000000,10000,54036.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,3.6
528,business analyst,Insurance,Marsh & McLennan Companies,Australia,for more than a year,Former Employee,7500000000,10000,54179.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.4
529,business analyst,Health Care,Great Ormond Street Hospital,England,for more than 3 years,Current Employee,300000000,3001,55641.0,4.0,3.0,2.0,3.0,3.0,2.0,0.0,3.8
530,business analyst,Business Services,Eagle Professional Resources,Canada,for more than 3 years,Current Employee,300000000,126,55785.0,5.0,4.0,5.0,5.0,4.0,4.0,0.0,4.0
531,business analyst,Real Estate,FirstKey Homes,USA,for more than 10 years,Current Employee,3648715458,751,57871.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0
532,business analyst,Information Technology,Born Group,England,for more than a year,Current Employee,1346133566,751,58276.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,4.1
533,business analyst,"Oil, Gas, Energy & Utilities",E.ON,Germany,for more than 3 years,Former Employee,7500000000,10000,58479.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.7
534,business analyst,Business Services,AKKA Technologies,Germany,for more than 10 years,Former Employee,1500000000,10000,58647.0,1.0,2.0,4.0,4.0,1.0,5.0,2.0,2.8
535,business analyst,Information Technology,Duck Creek Technologies,USA,for more than 3 years,Current Employee,8730246086,3001,58702.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.9
536,business analyst,Finance,Computershare,England,for more than 3 years,Former Employee,3500000000,10000,58802.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.2
537,business analyst,Information Technology,Softlanding Solutions,Canada,for more than a year,Former Employee,7500000,26,58927.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,4.1
538,business analyst,Business Services,Quay Appointments,Australia,for more than a year,Current Employee,75000000,26,59007.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.9
539,business analyst,Information Technology,U.Group,USA,for more than 8 years,Former Employee,37500000,351,59089.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.7
540,business analyst,Travel & Tourism,Sixt,Germany,for more than 5 years,Current Employee,3500000000,7501,59134.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.8
541,business analyst,Business Services,FinXL,Australia,for more than a year,Former Employee,300000000,351,59152.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.4
542,business analyst,Travel & Tourism,Flight Centre Travel Group,Australia,for more than a year,Current Employee,7500000000,10000,102950.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,3.6
543,business analyst,Finance,Deutsche Börse Group,Germany,for more than 3 years,Current Employee,3500000000,3001,102993.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.1
544,business analyst,Information Technology,SCC,England,for less than a year,Former Employee,3500000000,7501,102998.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
545,business analyst,Finance,Macquarie Group,Australia,for more than 3 years,Current Employee,7500000000,10000,103063.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.8
546,business analyst,Insurance,Intact,Canada,for more than 3 years,Current Employee,7500000000,10000,103126.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,3.8
547,business analyst,Information Technology,Prof. Schumann,Germany,for more than a year,Former Employee,9301848661,126,103343.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,4.3
548,business analyst,Business Services,Aurec Group,Australia,for more than 3 years,Former Employee,1391780022,126,103598.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0
549,business analyst,Information Technology,Attain Solutions,Canada,for more than a year,Current Employee,7607865224,26,106498.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,3.1
550,business analyst,Accounting & Legal,KPMG,Australia,for less than a year,Current Employee,3500000000,10000,106732.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.7
551,business analyst,Finance,CMC Markets,England,for less than a year,Former Employee,300000000,351,107468.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,2.8
552,business analyst,Information Technology,MEDION,Germany,for more than 3 years,Former Employee,1500000000,3001,111543.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.5
553,business analyst,Information Technology,afb Application Services,Germany,for more than 3 years,Former Employee,1242433093,126,115108.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,1.9
554,business analyst,Business Services,Brewster Partners Recruitment Group,England,for more than 3 years,Current Employee,3000000,26,115113.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0
555,business analyst,Business Services,Peoplebank Australia,Australia,for more than a year,Former Employee,750000000,3001,115239.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.2
556,business analyst,Business Services,Interpro People,Australia,for more than a year,Current Employee,6499687941,126,115276.0,1.0,2.0,2.0,4.0,1.0,4.0,3.0,4.1
557,business analyst,Finance,Commonwealth Bank of Australia,Australia,for more than 3 years,Current Employee,7500000000,10000,123695.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0
558,business analyst,Information Technology,Sryas,Canada,for more than a year,Former Employee,6860130382,126,126832.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0
559,business analyst,Business Services,eTeam,Canada,for less than a year,Former Employee,75000000,126,126904.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0
560,business analyst,Finance,Coast Capital Savings,Canada,for less than a year,Current Employee,300000000,3001,127128.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,3.3
561,business analyst,Finance,TwinStar Credit Union,USA,for more than 8 years,Former Employee,1500000000,351,128632.0,1.0,5.0,4.0,4.0,3.0,4.0,0.0,3.9
562,business analyst,Accounting & Legal,Deloitte,Germany,for more than 5 years,Current Employee,7500000000,10000,128825.0,1.0,4.0,4.0,3.0,1.0,4.0,2.0,3.8
563,business analyst,Information Technology,BAE Systems Applied Intelligence,Australia,for more than a year,Current Employee,750000000,3001,119423.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.1
564,business analyst,Business Services,Ivory Group,Australia,for more than a year,Current Employee,4293812546,26,119554.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.9
565,business analyst,Finance,SchoolsFirst Federal Credit Union,USA,for more than a year,Current Employee,300000000,3001,119627.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0
566,business analyst,Information Technology,RCM Technologies,Canada,for more than 5 years,Current Employee,300000000,3001,119634.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.4
567,business analyst,Finance,HSBC Holdings,England,for more than 3 years,Current Employee,7500000000,10000,119688.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.7
568,business analyst,Business Services,Bayshore Solutions,USA,for more than a year,Former Employee,17500000,126,125512.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.5
569,business analyst,"Construction, Repair & Maintenance",Orbit Group,England,for more than 3 years,Current Employee,300000000,3001,125589.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0
570,business analyst,Information Technology,Axiom Software Laboratories,Germany,for less than a year,Former Employee,37500000,751,125788.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0
571,business analyst,Information Technology,Born Group,England,for more than 8 years,Former Employee,7461539826,751,125850.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.1
572,business analyst,Business Services,Peoplebank Australia,Australia,for more than a year,Former Employee,750000000,3001,126042.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.2
573,business analyst,Information Technology,Devis,USA,for more than 3 years,Current Employee,17500000,126,131110.0,2.0,5.0,5.0,4.0,3.0,4.0,3.0,4.2
574,business analyst,Government,City of Stirling Western Australia,Australia,for more than 5 years,Current Employee,300000000,751,131118.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,-0.1
575,business analyst,Biotech & Pharmaceuticals,IQVIA,England,for less than a year,Current Employee,3500000000,10000,131158.0,5.0,4.0,4.0,5.0,4.0,3.0,0.0,3.5
576,business analyst,Business Services,Capco,England,for less than a year,Current Employee,750000000,7501,131703.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.8
577,business analyst,Information Technology,Viiew,Australia,for less than a year,Former Employee,1285840384,126,133367.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
578,business analyst,Information Technology,IBM,Germany,for more than 10 years,Former Employee,7500000000,10000,133390.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.7
579,business analyst,"Arts, Entertainment & Recreation",Sportsbet.com.au,Australia,for more than 5 years,Current Employee,5659949585,751,133400.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.7
580,business analyst,"Arts, Entertainment & Recreation",Sporting Group,England,for less than a year,Former Employee,9194464683,351,133462.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.6
581,business analyst,Business Services,IntaPeople,England,for less than a year,Former Employee,8920895974,26,133466.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0
582,business analyst,Education,McGill University,Canada,for more than 3 years,Current Employee,1500000000,7501,133530.0,4.0,4.0,4.0,4.0,5.0,3.0,0.0,4.0
583,business analyst,Aerospace & Defense,Collins Aerospace,Canada,for more than a year,Current Employee,7804217069,10000,133598.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.4
584,business analyst,Business Services,OPITZ CONSULTING,Germany,for more than a year,Current Employee,37500000,351,133766.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.2
585,business analyst,Insurance,Blue Cross and Blue Shield of Nebraska,USA,for less than a year,Current Employee,3000000,3001,133863.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0
586,business analyst,Information Technology,Civica,Australia,for less than a year,Current Employee,750000000,3001,59308.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.1
587,business analyst,Finance,First American Payment Systems,USA,for more than 8 years,Current Employee,750000000,3001,59528.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.2
588,business analyst,Finance,NewDay USA,USA,for less than a year,Current Employee,6323752013,751,59643.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.3
589,business analyst,Business Services,Robert Walters,Australia,for more than 3 years,Current Employee,750000000,3001,59678.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,4.2
590,business analyst,Business Services,Robert Walters,England,for more than 8 years,Current Employee,750000000,3001,59822.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.5
591,business analyst,Finance,Credit Acceptance,USA,for less than a year,Current Employee,750000000,3001,59976.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0
592,business analyst,Information Technology,Just Eat,England,for more than 3 years,Current Employee,750000000,3001,60053.0,5.0,1.0,5.0,5.0,3.0,5.0,1.0,3.7
593,business analyst,Finance,iiPAY,England,for more than a year,Former Employee,17500000,126,60247.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,2.4
594,business analyst,Business Services,Real Time Consultants,England,for more than a year,Former Employee,6607088898,26,60302.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0
595,business analyst,Insurance,OneDigital,USA,for less than a year,Former Employee,7287253110,3001,60364.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,3.2
596,business analyst,Information Technology,ADGA Group,Canada,for more than 10 years,Current Employee,8978675263,751,60483.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.7
597,business analyst,Government,City of Edmonton,Canada,for more than 10 years,Current Employee,1500000000,7501,139975.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.9
598,business analyst,Business Services,Huntswood,England,for more than a year,Current Employee,300000000,126,137257.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.6
599,business analyst,Business Services,Clinical Professionals,England,for less than a year,Current Employee,5602512221,126,137367.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.2
600,business analyst,Information Technology,Quentic,Germany,for more than 3 years,Current Employee,4866275993,126,2083.0,4.0,4.0,5.0,5.0,4.0,3.0,1.0,-0.1
601,business analyst,Business Services,EmergiTel,Canada,for more than a year,Current Employee,17500000,351,7079.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.7
602,business analyst,Finance,Alterna Savings,Canada,for less than a year,Current Employee,75000000,351,7086.0,1.0,4.0,2.0,1.0,3.0,2.0,0.0,2.8
603,business analyst,Business Services,Greifenberg Personalberatung & Recruitment,Germany,for less than a year,Current Employee,1648274178,26,7134.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0
604,business analyst,Information Technology,afb Application Services,Germany,for less than a year,Current Employee,9888407398,126,12004.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.9
605,business analyst,Business Services,MACRO.CCS,USA,for less than a year,Former Employee,7500000,26,16873.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.8
606,business analyst,Manufacturing,Ipex,Canada,for more than 3 years,Current Employee,37500000,3001,16915.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.4
607,business analyst,"Oil, Gas, Energy & Utilities",Parkland Fuel Corporation,Canada,for more than a year,Current Employee,300000000,3001,16937.0,3.0,3.0,4.0,4.0,3.0,5.0,1.0,3.6
608,business analyst,Finance,allpay,England,for less than a year,Current Employee,37500000,351,16980.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,2.8
609,business analyst,Non-Profit,ChildFund International,Australia,for more than 8 years,Former Employee,300000000,3001,22141.0,3.0,1.0,4.0,2.0,1.0,2.0,0.0,2.8
610,business analyst,Transportation & Logistics,McLeod Software,USA,for more than 5 years,Current Employee,17500000,351,22217.0,4.0,3.0,5.0,4.0,4.0,5.0,1.0,4.1
611,business analyst,Business Services,Finite IT Recruitment,Australia,for more than 3 years,Current Employee,300000000,126,22478.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,3.4
612,business analyst,Finance,Société Générale,Germany,for more than a year,Former Employee,7500000000,10000,22495.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,3.1
613,business analyst,Information Technology,CPS Group,England,for more than 3 years,Former Employee,6279223333,26,22510.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,4.2
614,business analyst,Retail,Kurt Geiger,England,for less than a year,Current Employee,4174365019,3001,22630.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.8
615,business analyst,Mining & Metals,American Iron and Metal,Canada,for more than 3 years,Former Employee,9304267705,351,23180.0,3.0,4.0,4.0,4.0,4.0,5.0,0.0,-0.1
616,business analyst,Information Technology,Synchro Recruitment,England,for more than a year,Current Employee,500000,26,23250.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0
617,business analyst,Insurance,UFG Insurance,USA,for more than 3 years,Current Employee,1500000000,3001,23357.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,4.4
618,business analyst,Insurance,Blue Cross and Blue Shield of Nebraska,USA,for less than a year,Current Employee,3000000,3001,23368.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0
619,business analyst,Real Estate,Dream Unlimited,Canada,for less than a year,Current Employee,6718929869,751,23466.0,3.0,4.0,5.0,4.0,3.0,3.0,0.0,4.1
620,business analyst,Telecommunications,Orange,England,for more than a year,Former Employee,7500000000,10000,122226.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.8
621,business analyst,Information Technology,Talentschmiede,Germany,for more than a year,Former Employee,7106592101,126,122241.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,4.7
622,business analyst,Business Services,Brook Street,England,for more than a year,Former Employee,300000000,751,126454.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.7
623,business analyst,Business Services,Design Interactive,USA,for more than a year,Current Employee,7500000,126,136536.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.8
624,business analyst,Transportation & Logistics,The Home Delivery Group,Canada,for less than a year,Current Employee,2984699783,351,136601.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0
625,business analyst,Finance,Conference of State Bank Supervisors,USA,for more than 3 years,Current Employee,75000000,126,140467.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.8
626,business analyst,Information Technology,eBay,Germany,for more than 8 years,Former Employee,7500000000,10000,140593.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.6
627,business analyst,Media,Ubisoft,Canada,for less than a year,Current Employee,3500000000,10000,140616.0,5.0,4.0,5.0,5.0,4.0,2.0,1.0,3.8
628,business analyst,Information Technology,Broadbean Technology,England,for more than a year,Former Employee,7500000,126,140632.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.8
629,business analyst,Finance,Commerzbank,Germany,for more than 3 years,Current Employee,7500000000,10000,99128.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,3.5
630,business analyst,Information Technology,ConsenSys,England,for more than 3 years,Current Employee,5418494478,3001,99183.0,3.0,4.0,1.0,3.0,2.0,5.0,1.0,2.9
631,business analyst,Government,Queensland Government,Australia,for less than a year,Former Employee,1500000000,10000,99298.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.8
632,business analyst,Business Services,Infopeople (Australia),Australia,for more than 5 years,Former Employee,6959380049,26,118356.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,4.7
633,business analyst,Information Technology,fme,Germany,for more than 3 years,Current Employee,17500000,126,118522.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,4.2
634,business analyst,Finance,Blenheim Chalcot,England,for more than a year,Current Employee,7976362445,126,118577.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0
635,business analyst,Government,Department of the Prime Minister and Cabinet,Australia,for more than 3 years,Current Employee,300000000,751,120392.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.8
636,business analyst,Business Services,Big Red Recruitment,England,for more than a year,Former Employee,7957316223,26,120494.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0
637,business analyst,Information Technology,Online Business Systems,Canada,for less than a year,Current Employee,37500000,351,120519.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,4.7
638,business analyst,Business Services,Eagle Professional Resources,Canada,for more than 3 years,Former Employee,300000000,126,120595.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,4.0
639,business analyst,Retail,Woolworths Group,Australia,for more than 3 years,Current Employee,7500000000,10000,120624.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.6
640,business analyst,Business Services,HH Global,England,for more than 5 years,Current Employee,750000000,3001,120715.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.8
641,business analyst,Business Services,Charterhouse,Australia,for more than a year,Current Employee,17500000,351,121455.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,4.3
642,business analyst,Retail,Canadian Tire,Canada,for more than 3 years,Former Employee,7500000000,7501,121637.0,3.0,5.0,2.0,3.0,2.0,4.0,3.0,3.6
643,business analyst,Information Technology,Upside Business Travel,USA,for more than 5 years,Current Employee,8186074005,126,121741.0,4.0,4.0,5.0,4.0,4.0,3.0,0.0,4.2
644,business analyst,Information Technology,Mastek,England,for more than 5 years,Former Employee,300000000,3001,123195.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.6
645,business analyst,Information Technology,Liquidlogic,England,for less than a year,Current Employee,5102231598,126,143485.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,4.7
646,business analyst,Information Technology,Arcurve,Canada,for more than 5 years,Current Employee,1031819134,126,143536.0,5.0,4.0,5.0,5.0,4.0,3.0,1.0,4.1
647,business analyst,Insurance,Allianz Insurance,England,for more than a year,Current Employee,750000000,3001,93384.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0
648,business analyst,Finance,Schroders,England,for more than 3 years,Current Employee,3500000000,3001,93439.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.8
649,business analyst,Business Services,Berkeley Square IT,England,for more than 10 years,Current Employee,500000,26,110979.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,4.6
650,business analyst,Information Technology,Priceline.com,USA,for more than 5 years,Current Employee,9355929599,751,111012.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.5
651,business analyst,Business Services,Computappoint,England,for more than 3 years,Current Employee,17500000,26,111068.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.7
652,business analyst,Business Services,Finite IT Recruitment,Australia,for more than a year,Current Employee,300000000,126,111107.0,2.0,3.0,5.0,4.0,3.0,4.0,1.0,3.4
653,business analyst,Retail,Walmart,Canada,for more than a year,Former Employee,7500000000,10000,112286.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.6
654,business analyst,Business Services,Robert Walters,Australia,for less than a year,Current Employee,750000000,3001,112388.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.2
655,business analyst,Information Technology,Prosource,USA,for more than 3 years,Current Employee,8861993546,351,112464.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,3.5
656,business analyst,Biotech & Pharmaceuticals,Eurofins Scientific,Germany,for less than a year,Former Employee,3500000000,10000,112929.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,3.0
657,business analyst,Retail,The White Company,England,for more than a year,Current Employee,300000000,3001,112965.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,3.0
658,business analyst,Business Services,Huntswood,England,for more than 3 years,Former Employee,300000000,126,113115.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,3.6
659,business analyst,Information Technology,Unisys,England,for more than 3 years,Current Employee,3500000000,10000,113148.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,3.2
660,business analyst,Information Technology,Oracle,Australia,for more than a year,Former Employee,7500000000,10000,113227.0,4.0,4.0,5.0,4.0,3.0,1.0,1.0,3.5
661,business analyst,Manufacturing,The Coca-Cola Company,Australia,for less than a year,Current Employee,10000000000,10000,116207.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,3.8
662,business analyst,Information Technology,OneSpan,England,for more than 8 years,Current Employee,300000000,751,135166.0,4.0,4.0,3.0,5.0,3.0,5.0,1.0,3.4
663,business analyst,Information Technology,prosource.it,USA,for less than a year,Current Employee,37500000,751,135183.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.8
664,business analyst,Finance,DekaBank Deutsche Girozentrale,Germany,for more than a year,Current Employee,6837478549,3001,135252.0,3.0,4.0,5.0,4.0,2.0,5.0,1.0,4.1
665,business analyst,Retail,C&A,Germany,for more than a year,Current Employee,3500000000,10000,135384.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.4
666,business analyst,Information Technology,Fulcrum Worldwide,England,for more than 3 years,Former Employee,37500000,751,135639.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.3
667,business analyst,Business Services,Capita,England,for more than 3 years,Former Employee,3500000000,10000,136292.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.9
668,business analyst,Information Technology,Just Eat,England,for more than 3 years,Current Employee,750000000,3001,136346.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.7
669,business analyst,Media,Dentsu Aegis Network,Australia,for less than a year,Current Employee,4128401049,7501,4686.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.1
670,business analyst,Finance,Citi,Australia,for more than a year,Current Employee,7500000000,10000,4744.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,3.6
671,business analyst,Information Technology,Harris Computer,USA,for less than a year,Current Employee,750000000,3001,4880.0,4.0,4.0,5.0,4.0,5.0,2.0,1.0,4.2
672,business analyst,Insurance,Hiscox,Germany,for more than a year,Current Employee,3500000000,3001,9811.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,4.2
673,business analyst,Manufacturing,Linde Material Handling,France,for less than a year,Current Employee,1500000000,3001,9852.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0
674,business analyst,Business Services,Diedre Moire,USA,for more than 3 years,Current Employee,3000000,26,9941.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,4.1
675,business analyst,Information Technology,Luxoft,Australia,for more than a year,Former Employee,750000000,10000,14652.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.9
676,business analyst,Business Services,GS1 Canada,Canada,for more than 5 years,Former Employee,17500000,126,14817.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,3.4
677,business analyst,Business Services,IFG Project Resourcing,Canada,for more than 3 years,Current Employee,75000000,751,19914.0,2.0,4.0,3.0,3.0,2.0,5.0,1.0,2.6
678,business analyst,Finance,Westpac Group,Australia,for more than 3 years,Former Employee,7500000000,10000,19925.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.9
679,business analyst,Business Services,McGregor Boyall Associates,England,for more than a year,Current Employee,75000000,126,30550.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.5
680,business analyst,Finance,Macquarie Group,Australia,for more than 3 years,Former Employee,7500000000,10000,30634.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,3.8
681,business analyst,Information Technology,Blueprint Solutions,Canada,for more than 5 years,Current Employee,4392796996,26,32547.0,4.0,4.0,5.0,4.0,4.0,3.0,1.0,4.5
682,business analyst,Business Services,CV Bay,England,for more than 3 years,Current Employee,6261198221,26,32576.0,4.0,3.0,5.0,4.0,5.0,5.0,1.0,5.0
683,business analyst,Information Technology,adesso insurance solutions,Germany,for more than a year,Current Employee,263745376,351,33107.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,4.3
684,business analyst,Manufacturing,Jungheinrich,England,for more than a year,Current Employee,3500000000,10000,25379.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,3.2
685,business analyst,Business Services,Talent International,Australia,for more than a year,Former Employee,750000000,351,25564.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.3
