header.normalizedJobTitle,map.employerName,overview.revenue,overview.size,salary.salaries,reviews.val.reviewRatings.careerOpportunities,reviews.val.reviewRatings.compBenefits,reviews.val.reviewRatings.cultureValues,reviews.val.reviewRatings.overall,reviews.val.reviewRatings.seniorManagement,reviews.val.reviewRatings.worklifeBalance,reviews.val.summaryPoints.ceoApproval,rating.starRating,gaTrackerData.sector_Accounting & Legal,gaTrackerData.sector_Aerospace & Defense,gaTrackerData.sector_Agriculture & Forestry,"gaTrackerData.sector_Arts, Entertainment & Recreation",gaTrackerData.sector_Biotech & Pharmaceuticals,gaTrackerData.sector_Business Services,"gaTrackerData.sector_Construction, Repair & Maintenance",gaTrackerData.sector_Consumer Services,gaTrackerData.sector_Education,gaTrackerData.sector_Finance,gaTrackerData.sector_Government,gaTrackerData.sector_Health Care,gaTrackerData.sector_Information Technology,gaTrackerData.sector_Insurance,gaTrackerData.sector_Manufacturing,gaTrackerData.sector_Media,gaTrackerData.sector_Mining & Metals,gaTrackerData.sector_Non-Profit,"gaTrackerData.sector_Oil, Gas, Energy & Utilities",gaTrackerData.sector_Real Estate,"gaTrackerData.sector_Restaurants, Bars & Food Services",gaTrackerData.sector_Retail,gaTrackerData.sector_Telecommunications,gaTrackerData.sector_Transportation & Logistics,gaTrackerData.sector_Travel & Tourism,new_location_Australia,new_location_Canada,new_location_England,new_location_France,new_location_Germany,new_location_Poland,new_location_Scotland,new_location_USA,reviews.val.reviewerDuration_for less than a year,reviews.val.reviewerDuration_for more than 10 years,reviews.val.reviewerDuration_for more than 2 years,reviews.val.reviewerDuration_for more than 3 years,reviews.val.reviewerDuration_for more than 4 years,reviews.val.reviewerDuration_for more than 5 years,reviews.val.reviewerDuration_for more than 8 years,reviews.val.reviewerDuration_for more than a year,reviews.val.reviewerInformation_Current Employee,reviews.val.reviewerInformation_Former Employee
business analyst,Capital Farm Credit,17500000,751,94012.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
business analyst,Diverse Lynx,300000000,751,95992.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
business analyst,Sentinel Technologies,300000000,751,96029.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
business analyst,SimplyCast,3000000,50,96174.0,3.0,4.0,4.0,3.0,1.0,5.0,0.0,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
business analyst,IT|IQ Tech Recruiters,37500000,50,61404.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
business analyst,InterQuest Group,300000000,351,61455.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
business analyst,TCC Global,750000000,751,63564.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
business analyst,EDCO Health Information Solutions,75000000,351,63716.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
business analyst,Diehl,3500000000,7501,63790.0,4.0,4.0,3.0,4.0,5.0,5.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
business analyst,Luxoft,750000000,7501,63803.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
business analyst,Greythorn,3000000,50,64201.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
business analyst,Citicorp North America,75000000,7501,67870.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,3.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
business analyst,Computershare,3500000000,7501,68086.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
business analyst,Duck Creek Technologies,300000000,3001,86693.0,5.0,3.0,4.0,4.0,3.0,4.0,1.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
business analyst,Premier Group IT Recruitment,17500000,126,89406.0,4.0,3.0,5.0,3.0,3.0,3.0,0.0,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
business analyst,BearingPoint,750000000,751,89558.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
business analyst,ITECCO,3000000,50,89797.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
business analyst,Citi,7500000000,7501,89892.0,3.0,3.0,5.0,3.0,3.0,5.0,1.0,3.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
business analyst,Das Futterhaus,17500000,3001,89910.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
business analyst,BAE Systems Applied Intelligence,750000000,3001,175.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
business analyst,Unisys,3500000000,7501,221.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
business analyst,Suncor,7500000000,7501,10082.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
business analyst,Vocus Group,3500000000,3001,10256.0,5.0,2.0,5.0,5.0,4.0,1.0,1.0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
business analyst,Transact,3000000,50,15043.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
business analyst,Epicor Software,750000000,3001,15200.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
business analyst,Marshall McAdam,3000000,50,15266.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
business analyst,3Squared,3000000,126,15320.0,4.0,4.0,5.0,4.0,3.0,4.0,0.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
business analyst,Liquidlogic,37500000,126,15337.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
business analyst,Department for Work And Pensions,7500000000,7501,43935.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,3.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
business analyst,Esri Canada,75000000,351,43939.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
business analyst,Diehl,3500000000,7501,44123.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
business analyst,SMS Management & Technology,300000000,3001,44817.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
business analyst,NTT DATA,7500000000,7501,44892.0,3.0,4.0,5.0,4.0,2.0,5.0,0.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
business analyst,Morson International,1500000000,351,45349.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
business analyst,TEEMA Solutions Group,75000000,351,45382.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
business analyst,Tryzens,37500000,126,45507.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
business analyst,b.telligent,17500000,126,45586.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
business analyst,NCR,7500000000,7501,45621.0,3.0,3.0,4.0,5.0,4.0,5.0,1.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
business analyst,Atmosphere,7500000,50,45660.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
business analyst,Sixt,3500000000,7501,117294.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
business analyst,7P Group,75000000,351,117488.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
business analyst,Commerzbank,7500000000,7501,117512.0,5.0,2.0,5.0,4.0,3.0,5.0,1.0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
business analyst,CIMCON Lighting,17500000,126,124270.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
business analyst,Sitekit,3000000,50,124389.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
business analyst,Eagle Professional Resources,300000000,126,129840.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
business analyst,Oakton,300000000,3001,129938.0,5.0,5.0,2.0,4.0,2.0,5.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
business analyst,Enterprise IT Resources,3000000,50,130014.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
business analyst,Sixt,3500000000,7501,142193.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
business analyst,TalkTalk Group,3500000000,3001,142374.0,3.0,5.0,5.0,4.0,4.0,5.0,1.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
business analyst,Esprit,7500000,7501,142447.0,4.0,5.0,4.0,5.0,3.0,5.0,1.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
business analyst,Lowell,300000000,3001,146046.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
business analyst,The White Company,300000000,3001,29207.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
business analyst,NHP Electrical,300000000,751,30029.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
business analyst,Lowell,300000000,3001,30035.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
business analyst,HolidayCheck Group,3000000,351,30105.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
business analyst,Axiom Software Laboratories,37500000,751,31515.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
business analyst,Enterprise IT Resources,3000000,50,31584.0,3.0,5.0,2.0,3.0,2.0,4.0,3.0,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
business analyst,Drees & Sommer,300000000,3001,32104.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
business analyst,Farelogix,37500000,351,32351.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
business analyst,ZF Group,7500000000,7501,32391.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
business analyst,Vétoquinol,300000000,3001,32395.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
business analyst,Butler Rose,3000000,50,47873.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
business analyst,Société Générale,7500000000,7501,50134.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
business analyst,Premier Group IT Recruitment,17500000,126,51774.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
business data analyst,Clarity Insights,3000000,50,103911.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
business data analyst,X4 Group,37500000,126,106265.0,3.0,4.0,3.0,3.0,2.0,5.0,1.0,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
business data analyst,Blackhawk Network,1500000000,3001,129033.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
business data analyst,CHRISTUS Health,7500000000,7501,62224.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
business data analyst,Duff & Phelps,1500000000,3001,118205.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,3.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
business data analyst,CBC/Radio-Canada,750000000,7501,88171.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
business data analyst,Grantek,37500000,126,119129.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
business data analyst,UBS,7500000000,7501,118750.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
business data analyst,Skybridge Resources,17500000,351,52739.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
business data analyst,DataLink Software,3000000,126,125815.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
business data analyst,UBS,7500000000,7501,11923.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
business data analyst,Genomic Health,300000000,751,93514.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
business data analyst,DataLink Software,3000000,126,112977.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
business data analyst,McGregor Boyall Associates,75000000,126,71970.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
business data analyst,DataLink Software,3000000,126,72658.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
business data analyst,Fareportal,3500000000,3001,141602.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
business data analyst,DataLink Software,3000000,126,62503.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
business data analyst,Grantek,37500000,126,73823.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
business data analyst,Publicis,7500000000,7501,38532.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
business data analyst,Breakthru Beverage,7500000000,7501,57712.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
business data analyst,Randstad,7500000000,7501,34589.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
business data analyst,CBC/Radio-Canada,750000000,7501,16505.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
business data analyst,Breakthru Beverage,7500000000,7501,15262.0,5.0,5.0,3.0,4.0,2.0,5.0,0.0,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
coop data analyst,RBC,7500000000,7501,3722.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
coop data analyst,IBM,7500000000,7501,59363.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
coop data analyst,IBM,7500000000,7501,26035.0,5.0,4.0,5.0,5.0,5.0,4.0,0.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
coop data engineer,Precima,75000000,126,142590.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
